createDt,deathCnt,defCnt,gubunEn,incDec,localOccCnt,overFlowCnt,qurRate,seq,stdDay,updateDt
2022-04-17,16,10899,10,0,10,-,16387,2022??04??17??00??null,,
2022-04-17,153,209361,Jeju,1468,1468,0,30936,16386,2022??04??17??00??null,
2022-04-17,1067,976778,Gyeongsangnam-do,5516,5516,0,29473,16385,2022??04??17??00??null,
2022-04-17,1120,656804,Gyeongsangbuk-do,5053,5053,0,25006,16384,2022??04??17??00??null,
2022-04-17,343,513157,Jeollanam-do,4396,4395,1,27998,16383,2022??04??17??00??null,
2022-04-17,762,520161,Jeollabuk-do,4158,4158,0,29110,16382,2022??04??17??00??null,
2022-04-17,802,629403,Chungcheongnam-do,5452,5451,1,29699,16381,2022??04??17??00??null,
2022-04-17,617,487408,Chungcheongbuk-do,3561,3558,3,30512,16380,2022??04??17??00??null,
2022-04-17,683,445113,Gangwon-do,3113,3113,0,28932,16379,2022??04??17??00??null,
2022-04-17,5442,4488649,Gyeonggi-do,23118,23117,1,33089,16378,2022??04??17??00??null,
2022-04-17,31,122847,Sejong,755,755,0,33033,16377,2022??04??17??00??null,
2022-04-17,313,334005,Ulsan,2018,2018,0,29780,16376,2022??04??17??00??null,
2022-04-17,574,448971,3558,3558,0,30916,16375,2022??04??17??00??null,,
2022-04-17,498,470075,Gwangju,3561,3559,2,32608,16374,2022??04??17??00??null,
2022-04-17,1244,985503,Incheon,4874,4874,0,33425,16373,2022??04??17??00??null,
2022-04-17,1176,662820,4210,4210,0,27786,16372,2022??04??17??00??null,,
2022-04-17,1922,1013861,3375,3375,0,30261,16371,2022??04??17??00??null,,
2022-04-17,4329,3329937,Seoul,14805,14805,0,35017,16370,2022??04??17??00??null,
2022-04-17,21092,16305752,Total,93001,92983,18,31577,16369,2022??04??17??00??null,
2022-04-16,16,10889,8,0,8,-,16368,2022??04??16??00??null,,
2022-04-16,150,207893,Jeju,1619,1619,0,30719,16367,2022??04??16??00??null,
2022-04-16,1058,971262,Gyeongsangnam-do,6354,6351,3,29306,16366,2022??04??16??00??null,
2022-04-16,1105,651751,Gyeongsangbuk-do,6158,6152,6,24813,16365,2022??04??16??00??null,
2022-04-16,332,508761,Jeollanam-do,4971,4968,3,27759,16364,2022??04??16??00??null,
2022-04-16,740,516003,Jeollabuk-do,4572,4569,3,28878,16363,2022??04??16??00??null,
2022-04-16,797,623951,Chungcheongnam-do,5274,5274,0,29442,16362,2022??04??16??00??null,
2022-04-16,612,483847,Chungcheongbuk-do,4151,4149,2,30289,16361,2022??04??16??00??null,
2022-04-16,665,442000,Gangwon-do,3964,3963,1,28729,16360,2022??04??16??00??null,
2022-04-16,5401,4465531,Gyeonggi-do,27481,27480,1,32918,16359,2022??04??16??00??null,
2022-04-16,31,122092,Sejong,946,946,0,32830,16358,2022??04??16??00??null,
2022-04-16,313,331987,Ulsan,2147,2147,0,29600,16357,2022??04??16??00??null,
2022-04-16,564,445413,3836,3836,0,30671,16356,2022??04??16??00??null,,
2022-04-16,493,466514,Gwangju,4095,4092,3,32361,16355,2022??04??16??00??null,
2022-04-16,1238,980629,Incheon,5606,5606,0,33260,16354,2022??04??16??00??null,
2022-04-16,1165,658610,4703,4703,0,27610,16353,2022??04??16??00??null,,
2022-04-16,1902,1010486,3913,3913,0,30160,16352,2022??04??16??00??null,,
2022-04-16,4307,3315132,Seoul,18118,18118,0,34861,16351,2022??04??16??00??null,
2022-04-16,20889,16212751,Total,107916,107886,30,31396,16350,2022??04??16??00??null,
2022-04-15,16,10882,4,0,4,-,16349,2022??04??15??00??null,,
2022-04-15,149,206274,Jeju,1803,1803,0,30480,16348,2022??04??15??00??null,
2022-04-15,1042,964908,Gyeongsangnam-do,7112,7108,4,29115,16347,2022??04??15??00??null,
2022-04-15,1087,645593,Gyeongsangbuk-do,6713,6712,1,24579,16346,2022??04??15??00??null,
2022-04-15,318,503795,Jeollanam-do,5721,5721,0,27488,16345,2022??04??15??00??null,
2022-04-15,725,511431,Jeollabuk-do,5344,5343,1,28622,16344,2022??04??15??00??null,
2022-04-15,783,618683,Chungcheongnam-do,5982,5981,1,29193,16343,2022??04??15??00??null,
2022-04-15,605,479696,Chungcheongbuk-do,4637,4637,0,30029,16342,2022??04??15??00??null,
2022-04-15,652,438036,Gangwon-do,4561,4560,1,28472,16341,2022??04??15??00??null,
2022-04-15,5340,4438056,Gyeonggi-do,32584,32584,0,32716,16340,2022??04??15??00??null,
2022-04-15,31,121148,Sejong,1195,1195,0,32576,16339,2022??04??15??00??null,
2022-04-15,310,329843,Ulsan,2713,2713,0,29408,16338,2022??04??15??00??null,
2022-04-15,548,441577,4503,4501,2,30406,16337,2022??04??15??00??null,,
2022-04-15,483,462419,Gwangju,4725,4725,0,32077,16336,2022??04??15??00??null,
2022-04-15,1226,975023,Incheon,6690,6690,0,33070,16335,2022??04??15??00??null,
2022-04-15,1149,653908,5522,5522,0,27413,16334,2022??04??15??00??null,,
2022-04-15,1882,1006577,4587,4587,0,30044,16333,2022??04??15??00??null,,
2022-04-15,4270,3297020,Seoul,21450,21450,0,34671,16332,2022??04??15??00??null,
2022-04-15,20616,16104869,Total,125846,125832,14,31188,16331,2022??04??15??00??null,
2022-04-14,16,10878,19,0,19,-,16330,2022??04??14??00??null,,
2022-04-14,147,204471,Jeju,2185,2185,0,30213,16329,2022??04??14??00??null,
2022-04-14,1027,957801,Gyeongsangnam-do,8764,8763,1,28900,16328,2022??04??14??00??null,
2022-04-14,1063,638886,Gyeongsangbuk-do,8042,8039,3,24324,16327,2022??04??14??00??null,
2022-04-14,310,498075,Jeollanam-do,6912,6909,3,27176,16326,2022??04??14??00??null,
2022-04-14,713,506089,Jeollabuk-do,6532,6529,3,28323,16325,2022??04??14??00??null,
2022-04-14,777,612701,Chungcheongnam-do,6805,6805,0,28911,16324,2022??04??14??00??null,
2022-04-14,597,475061,Chungcheongbuk-do,5538,5536,2,29739,16323,2022??04??14??00??null,
2022-04-14,639,433476,Gangwon-do,5428,5427,1,28175,16322,2022??04??14??00??null,
2022-04-14,5283,4405483,Gyeonggi-do,37996,37994,2,32476,16321,2022??04??14??00??null,
2022-04-14,31,119954,Sejong,1722,1722,0,32255,16320,2022??04??14??00??null,
2022-04-14,307,327130,Ulsan,3043,3043,0,29167,16319,2022??04??14??00??null,
2022-04-14,539,437074,5160,5160,0,30096,16318,2022??04??14??00??null,,
2022-04-14,471,457694,Gwangju,5661,5660,1,31749,16317,2022??04??14??00??null,
2022-04-14,1213,968335,Incheon,7631,7631,0,32843,16316,2022??04??14??00??null,
2022-04-14,1136,648388,6635,6635,0,27181,16315,2022??04??14??00??null,,
2022-04-14,1853,1001991,5394,5394,0,29907,16314,2022??04??14??00??null,,
2022-04-14,4230,3275574,Seoul,24976,24976,0,34445,16313,2022??04??14??00??null,
2022-04-14,20352,15979061,Total,148443,148408,35,30944,16312,2022??04??14??00??null,
2022-04-13,16,10859,17,0,17,-,16311,2022??04??13??00??null,,
2022-04-13,146,202286,Jeju,3023,3023,0,29890,16310,2022??04??13??00??null,
2022-04-13,1010,949038,Gyeongsangnam-do,11340,11336,4,28636,16309,2022??04??13??00??null,
2022-04-13,1036,630845,Gyeongsangbuk-do,12063,12060,3,24017,16308,2022??04??13??00??null,
2022-04-13,294,491166,Jeollanam-do,8447,8446,1,26799,16307,2022??04??13??00??null,
2022-04-13,700,499558,Jeollabuk-do,8005,8002,3,27957,16306,2022??04??13??00??null,
2022-04-13,760,605896,Chungcheongnam-do,9245,9245,0,28590,16305,2022??04??13??00??null,
2022-04-13,589,469524,Chungcheongbuk-do,7407,7407,0,29393,16304,2022??04??13??00??null,
2022-04-13,622,428048,Gangwon-do,7243,7243,0,27823,16303,2022??04??13??00??null,
2022-04-13,5214,4367498,Gyeonggi-do,51796,51796,0,32196,16302,2022??04??13??00??null,
2022-04-13,31,118232,Sejong,1389,1389,0,31792,16301,2022??04??13??00??null,
2022-04-13,302,324087,Ulsan,4051,4051,0,28895,16300,2022??04??13??00??null,
2022-04-13,523,431914,6516,6512,4,29741,16299,2022??04??13??00??null,,
2022-04-13,463,452033,Gwangju,7408,7403,5,31356,16298,2022??04??13??00??null,
2022-04-13,1194,960706,Incheon,9667,9667,0,32584,16297,2022??04??13??00??null,
2022-04-13,1124,641753,8357,8357,0,26903,16296,2022??04??13??00??null,,
2022-04-13,1834,996598,6369,6369,0,29746,16295,2022??04??13??00??null,,
2022-04-13,4176,3250603,Seoul,33076,33076,0,34183,16294,2022??04??13??00??null,
2022-04-13,20034,15830644,Total,195419,195382,37,30656,16293,2022??04??13??00??null,
2022-04-12,16,10842,14,0,14,-,16292,2022??04??12??00??null,,
2022-04-12,145,199263,Jeju,1545,1545,0,29444,16291,2022??04??12??00??null,
2022-04-12,998,937699,Gyeongsangnam-do,12563,12561,2,28294,16290,2022??04??12??00??null,
2022-04-12,1024,618782,Gyeongsangbuk-do,8882,8872,10,23558,16289,2022??04??12??00??null,
2022-04-12,291,482723,Jeollanam-do,9089,9087,2,26338,16288,2022??04??12??00??null,
2022-04-12,695,491554,Jeollabuk-do,8139,8139,0,27509,16287,2022??04??12??00??null,
2022-04-12,736,596651,Chungcheongnam-do,10072,10072,0,28154,16286,2022??04??12??00??null,
2022-04-12,583,462118,Chungcheongbuk-do,7814,7810,4,28929,16285,2022??04??12??00??null,
2022-04-12,609,420806,Gangwon-do,6840,6839,1,27352,16284,2022??04??12??00??null,
2022-04-12,5175,4315720,Gyeonggi-do,54191,54191,0,31814,16283,2022??04??12??00??null,
2022-04-12,31,116847,Sejong,1796,1796,0,31419,16282,2022??04??12??00??null,
2022-04-12,301,320038,Ulsan,4192,4192,0,28534,16281,2022??04??12??00??null,
2022-04-12,517,425398,6816,6816,0,29292,16280,2022??04??12??00??null,,
2022-04-12,456,444628,Gwangju,6659,6659,0,30842,16279,2022??04??12??00??null,
2022-04-12,1186,951039,Incheon,11648,11648,0,32256,16278,2022??04??12??00??null,
2022-04-12,1114,633398,11367,11367,0,26553,16277,2022??04??12??00??null,,
2022-04-12,1821,990236,9610,9610,0,29556,16276,2022??04??12??00??null,,
2022-04-12,4152,3217532,Seoul,39518,39518,0,33835,16275,2022??04??12??00??null,
2022-04-12,19850,15635274,Total,210755,210722,33,30278,16274,2022??04??12??00??null,
2022-04-11,16,10828,7,0,7,-,16273,2022??04??11??00??null,,
2022-04-11,143,197718,Jeju,1711,1711,0,29215,16272,2022??04??11??00??null,
2022-04-11,984,925139,Gyeongsangnam-do,5082,5079,3,27915,16271,2022??04??11??00??null,
2022-04-11,1007,609902,Gyeongsangbuk-do,5068,5062,6,23220,16270,2022??04??11??00??null,
2022-04-11,290,473635,Jeollanam-do,4450,4450,0,25842,16269,2022??04??11??00??null,
2022-04-11,691,483420,Jeollabuk-do,3762,3759,3,27054,16268,2022??04??11??00??null,
2022-04-11,726,586582,Chungcheongnam-do,4222,4222,0,27679,16267,2022??04??11??00??null,
2022-04-11,580,454309,Chungcheongbuk-do,2803,2802,1,28440,16266,2022??04??11??00??null,
2022-04-11,600,413967,Gangwon-do,3377,3377,0,26907,16265,2022??04??11??00??null,
2022-04-11,5145,4261542,Gyeonggi-do,25775,25775,0,31415,16264,2022??04??11??00??null,
2022-04-11,31,115052,Sejong,1102,1102,0,30937,16263,2022??04??11??00??null,
2022-04-11,300,315850,Ulsan,1782,1782,0,28161,16262,2022??04??11??00??null,
2022-04-11,507,418582,3677,3677,0,28823,16261,2022??04??11??00??null,,
2022-04-11,454,437969,Gwangju,3979,3978,1,30381,16260,2022??04??11??00??null,
2022-04-11,1179,939395,Incheon,4385,4385,0,31861,16259,2022??04??11??00??null,
2022-04-11,1098,622037,2992,2992,0,26077,16258,2022??04??11??00??null,,
2022-04-11,1812,980634,2507,2507,0,29269,16257,2022??04??11??00??null,,
2022-04-11,4116,3178037,Seoul,14247,14247,0,33420,16256,2022??04??11??00??null,
2022-04-11,19679,15424598,Total,90928,90907,21,29870,16255,2022??04??11??00??null,
2022-04-10,16,10821,11,0,11,-,16254,2022??04??10??00??null,,
2022-04-10,141,196007,Jeju,2553,2553,0,28963,16253,2022??04??10??00??null,
2022-04-10,965,920057,Gyeongsangnam-do,10180,10176,4,27761,16252,2022??04??10??00??null,
2022-04-10,992,604834,Gyeongsangbuk-do,8400,8399,1,23027,16251,2022??04??10??00??null,
2022-04-10,286,469185,Jeollanam-do,7802,7802,0,25599,16250,2022??04??10??00??null,
2022-04-10,678,479658,Jeollabuk-do,6728,6728,0,26844,16249,2022??04??10??00??null,
2022-04-10,721,582360,Chungcheongnam-do,7998,7998,0,27479,16248,2022??04??10??00??null,
2022-04-10,574,451506,Chungcheongbuk-do,6319,6314,5,28265,16247,2022??04??10??00??null,
2022-04-10,587,410590,Gangwon-do,5662,5662,0,26688,16246,2022??04??10??00??null,
2022-04-10,5079,4235767,Gyeonggi-do,42356,42353,3,31225,16245,2022??04??10??00??null,
2022-04-10,31,113950,Sejong,1353,1353,0,30640,16244,2022??04??10??00??null,
2022-04-10,296,314068,Ulsan,3832,3832,0,28002,16243,2022??04??10??00??null,
2022-04-10,505,414905,5403,5403,0,28570,16242,2022??04??10??00??null,,
2022-04-10,426,433990,Gwangju,5335,5332,3,30105,16241,2022??04??10??00??null,
2022-04-10,1171,935010,Incheon,8594,8594,0,31713,16240,2022??04??10??00??null,
2022-04-10,1091,619045,7069,7069,0,25951,16239,2022??04??10??00??null,,
2022-04-10,1792,978127,5985,5985,0,29195,16238,2022??04??10??00??null,,
2022-04-10,4070,3163790,Seoul,28901,28901,0,33270,16237,2022??04??10??00??null,
2022-04-10,19421,15333670,Total,164481,164454,27,29694,16236,2022??04??10??00??null,
2022-04-09,16,10810,19,0,19,-,16235,2022??04??09??00??null,,
2022-04-09,139,193454,Jeju,2739,2739,0,28585,16234,2022??04??09??00??null,
2022-04-09,952,909877,Gyeongsangnam-do,10858,10852,6,27454,16233,2022??04??09??00??null,
2022-04-09,960,596434,Gyeongsangbuk-do,10443,10437,6,22707,16232,2022??04??09??00??null,
2022-04-09,280,461383,Jeollanam-do,8437,8436,1,25174,16231,2022??04??09??00??null,
2022-04-09,669,472930,Jeollabuk-do,7185,7182,3,26467,16230,2022??04??09??00??null,
2022-04-09,709,574362,Chungcheongnam-do,8804,8804,0,27102,16229,2022??04??09??00??null,
2022-04-09,559,445187,Chungcheongbuk-do,6749,6747,2,27869,16228,2022??04??09??00??null,
2022-04-09,578,404928,Gangwon-do,6620,6620,0,26320,16227,2022??04??09??00??null,
2022-04-09,4976,4193411,Gyeonggi-do,48198,48198,0,30912,16226,2022??04??09??00??null,
2022-04-09,30,112597,Sejong,1494,1494,0,30277,16225,2022??04??09??00??null,
2022-04-09,290,310236,Ulsan,3756,3756,0,27660,16224,2022??04??09??00??null,
2022-04-09,502,409502,7005,7005,0,28198,16223,2022??04??09??00??null,,
2022-04-09,426,428655,Gwangju,6487,6484,3,29734,16222,2022??04??09??00??null,
2022-04-09,1155,926416,Incheon,9759,9759,0,31421,16221,2022??04??09??00??null,
2022-04-09,1077,611976,7683,7683,0,25655,16220,2022??04??09??00??null,,
2022-04-09,1772,972142,7010,7010,0,29016,16219,2022??04??09??00??null,,
2022-04-09,4002,3134889,Seoul,32320,32320,0,32966,16218,2022??04??09??00??null,
2022-04-09,19092,15169189,Total,185566,185526,40,29376,16217,2022??04??09??00??null,
2022-04-08,16,10792,8,0,8,-,16216,2022??04??08??00??null,,
2022-04-08,133,190715,Jeju,2855,2855,0,28181,16215,2022??04??08??00??null,
2022-04-08,925,899024,Gyeongsangnam-do,12192,12191,1,27127,16214,2022??04??08??00??null,
2022-04-08,936,585993,Gyeongsangbuk-do,10385,10382,3,22310,16213,2022??04??08??00??null,
2022-04-08,273,452946,Jeollanam-do,8672,8671,1,24713,16212,2022??04??08??00??null,
2022-04-08,661,465748,Jeollabuk-do,8257,8253,4,26065,16211,2022??04??08??00??null,
2022-04-08,690,565566,Chungcheongnam-do,9509,9509,0,26687,16210,2022??04??08??00??null,
2022-04-08,543,438455,Chungcheongbuk-do,7357,7357,0,27448,16209,2022??04??08??00??null,
2022-04-08,569,398309,Gangwon-do,7433,7425,8,25890,16208,2022??04??08??00??null,
2022-04-08,4888,4145220,Gyeonggi-do,54814,54811,3,30557,16207,2022??04??08??00??null,
2022-04-08,30,111103,Sejong,1891,1891,0,29875,16206,2022??04??08??00??null,
2022-04-08,288,306481,Ulsan,4244,4244,0,27326,16205,2022??04??08??00??null,
2022-04-08,489,402509,6927,6927,0,27716,16204,2022??04??08??00??null,,
2022-04-08,420,422170,Gwangju,7318,7315,3,29285,16203,2022??04??08??00??null,
2022-04-08,1142,916658,Incheon,10559,10559,0,31090,16202,2022??04??08??00??null,
2022-04-08,1064,604294,9224,9224,0,25333,16201,2022??04??08??00??null,,
2022-04-08,1743,965134,7476,7476,0,28807,16200,2022??04??08??00??null,,
2022-04-08,3944,3102577,Seoul,36212,36212,0,32626,16199,2022??04??08??00??null,
2022-04-08,18754,14983694,Total,205333,205302,31,29016,16198,2022??04??08??00??null,
2022-04-07,16,10784,10,0,10,-,16197,2022??04??07??00??null,,
2022-04-07,130,187860,Jeju,3215,3215,0,27759,16196,2022??04??07??00??null,
2022-04-07,909,886836,Gyeongsangnam-do,13466,13464,2,26759,16195,2022??04??07??00??null,
2022-04-07,918,575608,Gyeongsangbuk-do,11312,11308,4,21914,16194,2022??04??07??00??null,
2022-04-07,260,444275,Jeollanam-do,9908,9905,3,24240,16193,2022??04??07??00??null,
2022-04-07,636,457491,Jeollabuk-do,8280,8271,9,25603,16192,2022??04??07??00??null,
2022-04-07,674,556057,Chungcheongnam-do,10340,10340,0,26238,16191,2022??04??07??00??null,
2022-04-07,520,431107,Chungcheongbuk-do,8222,8220,2,26988,16190,2022??04??07??00??null,
2022-04-07,555,390879,Gangwon-do,7633,7628,5,25407,16189,2022??04??07??00??null,
2022-04-07,4803,4090410,Gyeonggi-do,60256,60255,1,30153,16188,2022??04??07??00??null,
2022-04-07,30,109212,Sejong,2630,2630,0,29366,16187,2022??04??07??00??null,
2022-04-07,280,302242,Ulsan,4648,4648,0,26948,16186,2022??04??07??00??null,
2022-04-07,481,395582,7399,7399,0,27239,16185,2022??04??07??00??null,,
2022-04-07,407,414852,Gwangju,8136,8132,4,28777,16184,2022??04??07??00??null,
2022-04-07,1134,906099,Incheon,11271,11271,0,30732,16183,2022??04??07??00??null,
2022-04-07,1034,595072,9752,9752,0,24946,16182,2022??04??07??00??null,,
2022-04-07,1714,957663,8454,8454,0,28584,16181,2022??04??07??00??null,,
2022-04-07,3880,3066376,Seoul,39888,39888,0,32246,16180,2022??04??07??00??null,
2022-04-07,18381,14778405,Total,224820,224780,40,28619,16179,2022??04??07??00??null,
2022-04-06,16,10774,6,0,6,-,16178,2022??04??06??00??null,,
2022-04-06,123,184645,Jeju,4159,4159,0,27284,16177,2022??04??06??00??null,
2022-04-06,875,873370,Gyeongsangnam-do,17182,17178,4,26352,16176,2022??04??06??00??null,
2022-04-06,882,564300,Gyeongsangbuk-do,14773,14769,4,21484,16175,2022??04??06??00??null,
2022-04-06,251,434370,Jeollanam-do,12387,12386,1,23700,16174,2022??04??06??00??null,
2022-04-06,625,449213,Jeollabuk-do,10482,10482,0,25140,16173,2022??04??06??00??null,
2022-04-06,648,545720,Chungcheongnam-do,13575,13575,0,25751,16172,2022??04??06??00??null,
2022-04-06,509,422885,Chungcheongbuk-do,10267,10264,3,26473,16171,2022??04??06??00??null,
2022-04-06,542,383250,Gangwon-do,10012,10012,0,24911,16170,2022??04??06??00??null,
2022-04-06,4724,4030170,Gyeonggi-do,76900,76899,1,29709,16169,2022??04??06??00??null,
2022-04-06,30,106585,Sejong,2175,2175,0,28660,16168,2022??04??06??00??null,
2022-04-06,277,297594,Ulsan,6287,6287,0,26533,16167,2022??04??06??00??null,
2022-04-06,470,388183,9072,9072,0,26730,16166,2022??04??06??00??null,,
2022-04-06,401,406716,Gwangju,9154,9152,2,28213,16165,2022??04??06??00??null,
2022-04-06,1122,894831,Incheon,14845,14844,1,30350,16164,2022??04??06??00??null,
2022-04-06,1015,585322,12103,12103,0,24538,16163,2022??04??06??00??null,,
2022-04-06,1688,949213,10485,10485,0,28332,16162,2022??04??06??00??null,,
2022-04-06,3835,3026503,Seoul,52430,52430,0,31826,16161,2022??04??06??00??null,
2022-04-06,18033,14553644,Total,286294,286272,22,28184,16160,2022??04??06??00??null,
2022-04-05,16,10768,10,0,10,-,16159,2022??04??05??00??null,,
2022-04-05,117,180486,Jeju,2711,2711,0,26669,16158,2022??04??05??00??null,
2022-04-05,849,856190,Gyeongsangnam-do,16187,16183,4,25834,16157,2022??04??05??00??null,
2022-04-05,851,549528,Gyeongsangbuk-do,11311,11310,1,20922,16156,2022??04??05??00??null,
2022-04-05,243,421985,Jeollanam-do,10990,10989,1,23024,16155,2022??04??05??00??null,
2022-04-05,600,438733,Jeollabuk-do,10253,10246,7,24553,16154,2022??04??05??00??null,
2022-04-05,634,532145,Chungcheongnam-do,12014,12013,1,25110,16153,2022??04??05??00??null,
2022-04-05,500,412619,Chungcheongbuk-do,9424,9424,0,25830,16152,2022??04??05??00??null,
2022-04-05,528,373238,Gangwon-do,8256,8256,0,24260,16151,2022??04??05??00??null,
2022-04-05,4638,3953289,Gyeonggi-do,69364,69362,2,29142,16150,2022??04??05??00??null,
2022-04-05,29,104410,Sejong,2246,2246,0,28075,16149,2022??04??05??00??null,
2022-04-05,272,291312,Ulsan,5459,5459,0,25973,16148,2022??04??05??00??null,
2022-04-05,455,379111,7779,7779,0,26105,16147,2022??04??05??00??null,,
2022-04-05,393,397566,Gwangju,7471,7470,1,27578,16146,2022??04??05??00??null,
2022-04-05,1103,879987,Incheon,15354,15354,0,29847,16145,2022??04??05??00??null,
2022-04-05,1001,573220,13540,13540,0,24030,16144,2022??04??05??00??null,,
2022-04-05,1662,938730,12266,12266,0,28019,16143,2022??04??05??00??null,,
2022-04-05,3771,2974084,Seoul,51500,51500,0,31275,16142,2022??04??05??00??null,
2022-04-05,17662,14267401,Total,266135,266108,27,27629,16141,2022??04??05??00??null,
2022-04-04,16,10762,6,0,6,-,16140,2022??04??04??00??null,,
2022-04-04,114,177775,Jeju,2261,2261,0,26269,16139,2022??04??04??00??null,
2022-04-04,830,840006,Gyeongsangnam-do,7385,7383,2,25346,16138,2022??04??04??00??null,
2022-04-04,831,538220,Gyeongsangbuk-do,6270,6266,4,20491,16137,2022??04??04??00??null,
2022-04-04,239,410998,Jeollanam-do,5959,5959,0,22425,16136,2022??04??04??00??null,
2022-04-04,595,428485,Jeollabuk-do,5088,5086,2,23980,16135,2022??04??04??00??null,
2022-04-04,626,520140,Chungcheongnam-do,5642,5642,0,24544,16134,2022??04??04??00??null,
2022-04-04,496,403201,Chungcheongbuk-do,3956,3956,0,25241,16133,2022??04??04??00??null,
2022-04-04,515,364982,Gangwon-do,5217,5216,1,23723,16132,2022??04??04??00??null,
2022-04-04,4588,3883961,Gyeonggi-do,36937,36937,0,28631,16131,2022??04??04??00??null,
2022-04-04,29,102167,Sejong,1630,1630,0,27472,16130,2022??04??04??00??null,
2022-04-04,268,285853,Ulsan,2481,2481,0,25486,16129,2022??04??04??00??null,
2022-04-04,447,371332,4586,4586,0,25569,16128,2022??04??04??00??null,,
2022-04-04,386,390095,Gwangju,5801,5801,0,27060,16127,2022??04??04??00??null,
2022-04-04,1094,864639,Incheon,5545,5545,0,29326,16126,2022??04??04??00??null,
2022-04-04,991,559685,3452,3452,0,23463,16125,2022??04??04??00??null,,
2022-04-04,1646,926469,4080,4080,0,27653,16124,2022??04??04??00??null,,
2022-04-04,3742,2922636,Seoul,20894,20894,0,30734,16123,2022??04??04??00??null,
2022-04-04,17453,14001406,Total,127190,127175,15,27114,16122,2022??04??04??00??null,
2022-04-03,16,10756,8,0,8,1589,16102,2022??04??03??00??null,,
2022-04-03,112,175514,Jeju,3581,3581,0,25934,16101,2022??04??03??00??null,
2022-04-03,808,832621,Gyeongsangnam-do,15122,15119,3,25123,16100,2022??04??03??00??null,
2022-04-03,816,531950,Gyeongsangbuk-do,11752,11749,3,20252,16099,2022??04??03??00??null,
2022-04-03,233,405039,Jeollanam-do,10438,10437,1,22099,16098,2022??04??03??00??null,
2022-04-03,589,423397,Jeollabuk-do,8514,8512,2,23695,16097,2022??04??03??00??null,
2022-04-03,613,514498,Chungcheongnam-do,11168,11168,0,24277,16096,2022??04??03??00??null,
2022-04-03,492,399245,Chungcheongbuk-do,8777,8776,1,24993,16095,2022??04??03??00??null,
2022-04-03,506,359765,Gangwon-do,7496,7496,0,23384,16094,2022??04??03??00??null,
2022-04-03,4540,3847024,Gyeonggi-do,62143,62143,0,28359,16093,2022??04??03??00??null,
2022-04-03,29,100537,Sejong,1961,1961,0,27034,16092,2022??04??03??00??null,
2022-04-03,262,283372,Ulsan,5049,5049,0,25265,16091,2022??04??03??00??null,
2022-04-03,445,366746,6972,6972,0,25254,16090,2022??04??03??00??null,,
2022-04-03,377,384294,Gwangju,7001,6998,3,26657,16089,2022??04??03??00??null,
2022-04-03,1085,859094,Incheon,13395,13395,0,29138,16088,2022??04??03??00??null,
2022-04-03,978,556233,9697,9697,0,23318,16087,2022??04??03??00??null,,
2022-04-03,1621,922389,9118,9117,1,27531,16086,2022??04??03??00??null,,
2022-04-03,3713,2901742,Seoul,42109,42109,0,30514,16085,2022??04??03??00??null,
2022-04-03,17235,13874216,Total,234301,234279,22,26868,16084,2022??04??03??00??null,
2022-04-02,16,10748,45,0,45,1588,16083,2022??04??02??00??null,,
2022-04-02,111,171933,Jeju,3771,3771,0,25405,16082,2022??04??02??00??null,
2022-04-02,787,817499,Gyeongsangnam-do,15942,15938,4,24667,16081,2022??04??02??00??null,
2022-04-02,798,520198,Gyeongsangbuk-do,13070,13066,4,19805,16080,2022??04??02??00??null,
2022-04-02,216,394601,Jeollanam-do,11160,11155,5,21530,16079,2022??04??02??00??null,
2022-04-02,579,414883,Jeollabuk-do,9462,9462,0,23219,16078,2022??04??02??00??null,
2022-04-02,592,503330,Chungcheongnam-do,11904,11903,1,23750,16077,2022??04??02??00??null,
2022-04-02,480,390468,Chungcheongbuk-do,9326,9324,2,24444,16076,2022??04??02??00??null,
2022-04-02,498,352269,Gangwon-do,9056,9053,3,22897,16075,2022??04??02??00??null,
2022-04-02,4472,3784881,Gyeonggi-do,71525,71525,0,27901,16074,2022??04??02??00??null,
2022-04-02,27,98576,Sejong,2370,2370,0,26506,16073,2022??04??02??00??null,
2022-04-02,256,278323,Ulsan,5594,5594,0,24815,16072,2022??04??02??00??null,
2022-04-02,438,359774,7989,7989,0,24774,16071,2022??04??02??00??null,,
2022-04-02,370,377293,Gwangju,8033,8032,1,26172,16070,2022??04??02??00??null,
2022-04-02,1069,845699,Incheon,14284,14281,3,28684,16069,2022??04??02??00??null,
2022-04-02,960,546536,11276,11276,0,22912,16068,2022??04??02??00??null,,
2022-04-02,1594,913271,10691,10691,0,27259,16067,2022??04??02??00??null,,
2022-04-02,3666,2859633,Seoul,48673,48673,0,30071,16066,2022??04??02??00??null,
2022-04-02,16929,13639915,Total,264171,264103,68,26414,16065,2022??04??02??00??null,
2022-04-01,16,10703,33,0,33,-,16064,2022??04??01??00??null,,
2022-04-01,104,168162,Jeju,3873,3873,0,24848,16063,2022??04??01??00??null,
2022-04-01,758,801564,Gyeongsangnam-do,17255,17250,5,24186,16062,2022??04??01??00??null,
2022-04-01,776,507130,Gyeongsangbuk-do,12974,12972,2,19307,16061,2022??04??01??00??null,
2022-04-01,209,383445,Jeollanam-do,11826,11824,2,20921,16060,2022??04??01??00??null,
2022-04-01,572,405421,Jeollabuk-do,10640,10640,0,22689,16059,2022??04??01??00??null,
