createDt,deathCnt,defCnt,gubunEn,incDec,localOccCnt,overFlowCnt,qurRate,seq,stdDay,updateDt
2021-10-15,702,110620,Seoul,681,680,1,1144.13,12684,2021??10??15??00??null,
2021-10-15,2626,339361,Total,1684,1670,14,654.77,12683,2021??10??15??00??null,
2021-10-14,15,6198,1,0,1,-,12682,2021??10??14??00??null,,
2021-10-14,2,2999,Jeju,9,8,1,444.54,12681,2021??10??14??00??null,
2021-10-14,38,12318,Gyeongsangnam-do,35,33,2,368.78,12680,2021??10??14??00??null,
2021-10-14,91,9064,Gyeongsangbuk-do,45,45,0,343.41,12679,2021??10??14??00??null,
2021-10-14,21,3316,Jeollanam-do,19,19,0,179.09,12678,2021??10??14??00??null,
2021-10-14,64,4810,Jeollabuk-do,16,16,0,266.61,12677,2021??10??14??00??null,
2021-10-14,58,9797,Chungcheongnam-do,47,47,0,461.95,12676,2021??10??14??00??2021-10-15 11:26:34.163,
2021-10-14,80,7155,Chungcheongbuk-do,48,47,1,446.95,12675,2021??10??14??00??null,
2021-10-14,64,6856,Gangwon-do,22,22,0,444.38,12674,2021??10??14??00??null,
2021-10-14,851,98878,Gyeonggi-do,690,684,6,736.41,12673,2021??10??14??00??null,
2021-10-14,1,1327,Sejong,3,3,0,372.93,12672,2021??10??14??00??null,
2021-10-14,56,5340,Ulsan,6,6,0,470.06,12671,2021??10??14??00??null,
2021-10-14,51,7380,6,6,0,504.14,12670,2021??10??14??00??null,,
2021-10-14,29,5232,Gwangju,10,10,0,360.81,12669,2021??10??14??00??null,
2021-10-14,96,17499,Incheon,142,141,1,594.63,12668,2021??10??14??00??null,
2021-10-14,245,16300,46,45,1,674.01,12667,2021??10??14??00??null,,
2021-10-14,155,13269,47,47,0,391.19,12666,2021??10??14??00??null,,
2021-10-14,701,109939,Seoul,748,745,3,1137.1,12665,2021??10??14??00??2021-10-15 11:26:18.253,
2021-10-14,2618,337677,Total,1940,1924,16,651.52,12664,2021??10??14??00??2021-10-15 11:26:46.762,
2021-10-13,15,6197,5,0,5,-,12663,2021??10??13??00??null,,
2021-10-13,2,2990,Jeju,11,11,0,443.2,12662,2021??10??13??00??null,
2021-10-13,38,12283,Gyeongsangnam-do,30,29,1,367.73,12661,2021??10??13??00??null,
2021-10-13,91,9019,Gyeongsangbuk-do,41,41,0,341.7,12660,2021??10??13??00??null,
2021-10-13,21,3297,Jeollanam-do,16,16,0,178.07,12659,2021??10??13??00??null,
2021-10-13,64,4794,Jeollabuk-do,13,13,0,265.73,12658,2021??10??13??00??null,
2021-10-13,58,9750,Chungcheongnam-do,34,33,1,459.73,12657,2021??10??13??00??2021-10-15 11:25:28.46,
2021-10-13,80,7107,Chungcheongbuk-do,88,88,0,443.96,12656,2021??10??13??00??null,
2021-10-13,64,6834,Gangwon-do,17,17,0,442.95,12655,2021??10??13??00??null,
2021-10-13,845,98188,Gyeonggi-do,509,506,3,731.27,12654,2021??10??13??00??null,
2021-10-13,1,1324,Sejong,3,3,0,372.09,12653,2021??10??13??00??null,
2021-10-13,56,5334,Ulsan,7,7,0,469.54,12652,2021??10??13??00??null,
2021-10-13,51,7374,21,21,0,503.73,12651,2021??10??13??00??null,,
2021-10-13,29,5222,Gwangju,14,14,0,360.12,12650,2021??10??13??00??null,
2021-10-13,94,17357,Incheon,86,86,0,589.81,12649,2021??10??13??00??null,
2021-10-13,245,16254,66,65,1,672.11,12648,2021??10??13??00??null,,
2021-10-13,155,13222,40,40,0,389.81,12647,2021??10??13??00??null,,
2021-10-13,696,109195,Seoul,583,581,2,1129.39,12646,2021??10??13??00??null,
2021-10-13,2605,335741,Total,1584,1571,13,647.79,12645,2021??10??13??00??2021-10-15 11:25:43.702,
2021-10-12,15,6192,3,0,3,-,12644,2021??10??12??00??null,,
2021-10-12,2,2979,Jeju,7,7,0,441.57,12643,2021??10??12??00??null,
2021-10-12,37,12253,Gyeongsangnam-do,17,17,0,366.83,12642,2021??10??12??00??null,
2021-10-12,91,8978,Gyeongsangbuk-do,24,24,0,340.15,12641,2021??10??12??00??null,
2021-10-12,21,3281,Jeollanam-do,17,17,0,177.2,12640,2021??10??12??00??null,
2021-10-12,64,4781,Jeollabuk-do,23,23,0,265.01,12639,2021??10??12??00??null,
2021-10-12,58,9716,Chungcheongnam-do,57,55,2,458.13,12638,2021??10??12??00??2021-10-15 11:22:36.946,
2021-10-12,79,7019,Chungcheongbuk-do,69,69,0,438.46,12637,2021??10??12??00??null,
2021-10-12,64,6817,Gangwon-do,28,28,0,441.85,12636,2021??10??12??00??null,
2021-10-12,841,97679,Gyeonggi-do,411,406,5,727.48,12635,2021??10??12??00??null,
2021-10-12,1,1321,Sejong,6,6,0,371.24,12634,2021??10??12??00??null,
2021-10-12,56,5327,Ulsan,17,17,0,468.92,12633,2021??10??12??00??null,
2021-10-12,50,7353,23,23,0,502.29,12632,2021??10??12??00??null,,
2021-10-12,29,5208,Gwangju,7,7,0,359.16,12631,2021??10??12??00??null,
2021-10-12,92,17271,Incheon,81,81,0,586.88,12630,2021??10??12??00??null,
2021-10-12,245,16188,50,50,0,669.38,12629,2021??10??12??00??null,,
2021-10-12,155,13182,25,25,0,388.63,12628,2021??10??12??00??null,,
2021-10-12,694,108612,Seoul,482,479,3,1123.42,12627,2021??10??12??00??2021-10-13 11:20:18.831,
2021-10-12,2594,334157,Total,1347,1334,13,644.74,12626,2021??10??12??00??2021-10-15 11:22:55.535,
2021-10-11,15,6189,6,0,6,-,12625,2021??10??11??00??null,,
2021-10-11,2,2972,Jeju,8,8,0,441,12624,2021??10??11??00??null,
2021-10-11,37,12236,Gyeongsangnam-do,34,33,1,366,12623,2021??10??11??00??null,
2021-10-11,91,8954,Gyeongsangbuk-do,30,30,0,339,12622,2021??10??11??00??null,
2021-10-11,21,3264,Jeollanam-do,11,11,0,176,12621,2021??10??11??00??null,
2021-10-11,64,4758,Jeollabuk-do,20,20,0,264,12620,2021??10??11??00??null,
2021-10-11,58,9659,Chungcheongnam-do,25,24,1,455,12619,2021??10??11??00??2021-10-15 11:21:15.566,
2021-10-11,79,6950,Chungcheongbuk-do,60,60,0,434,12618,2021??10??11??00??null,
2021-10-11,64,6789,Gangwon-do,17,17,0,440,12617,2021??10??11??00??null,
2021-10-11,837,97268,Gyeonggi-do,359,358,1,724,12616,2021??10??11??00??null,
2021-10-11,1,1315,Sejong,3,3,0,370,12615,2021??10??11??00??null,
2021-10-11,56,5310,Ulsan,11,11,0,467,12614,2021??10??11??00??null,
2021-10-11,50,7330,22,22,0,501,12613,2021??10??11??00??null,,
2021-10-11,29,5201,Gwangju,14,13,1,359,12612,2021??10??11??00??null,
2021-10-11,91,17190,Incheon,72,72,0,584,12611,2021??10??11??00??null,
2021-10-11,245,16138,45,44,1,667,12610,2021??10??11??00??null,,
2021-10-11,155,13157,49,49,0,388,12609,2021??10??11??00??null,,
2021-10-11,688,108130,Seoul,511,509,2,1118,12608,2021??10??11??00??2021-10-13 11:19:41.137,
2021-10-11,2583,332810,Total,1297,1284,13,642,12607,2021??10??11??00??2021-10-15 11:21:31.481,
2021-10-10,15,6183,11,0,11,-,12606,2021??10??10??00??null,,
2021-10-10,2,2964,Jeju,7,7,0,439,12605,2021??10??10??00??null,
2021-10-10,37,12202,Gyeongsangnam-do,39,34,5,365,12604,2021??10??10??00??null,
2021-10-10,91,8924,Gyeongsangbuk-do,45,45,0,338,12603,2021??10??10??00??null,
2021-10-10,21,3253,Jeollanam-do,5,5,0,176,12602,2021??10??10??00??null,
2021-10-10,64,4738,Jeollabuk-do,10,10,0,263,12601,2021??10??10??00??null,
2021-10-10,58,9634,Chungcheongnam-do,31,30,1,454,12600,2021??10??10??00??2021-10-15 11:20:32.743,
2021-10-10,79,6890,Chungcheongbuk-do,75,72,3,430,12599,2021??10??10??00??null,
2021-10-10,64,6772,Gangwon-do,18,18,0,439,12598,2021??10??10??00??null,
2021-10-10,834,96909,Gyeonggi-do,550,541,9,722,12597,2021??10??10??00??null,
2021-10-10,1,1312,Sejong,4,4,0,369,12596,2021??10??10??00??null,
2021-10-10,56,5299,Ulsan,9,9,0,466,12595,2021??10??10??00??null,
2021-10-10,50,7308,10,10,0,499,12594,2021??10??10??00??null,,
2021-10-10,29,5187,Gwangju,23,23,0,358,12593,2021??10??10??00??null,
2021-10-10,91,17118,Incheon,95,94,1,582,12592,2021??10??10??00??null,
2021-10-10,245,16093,48,48,0,665,12591,2021??10??10??00??null,,
2021-10-10,155,13108,31,31,0,386,12590,2021??10??10??00??null,,
2021-10-10,683,107619,Seoul,583,579,4,1113,12589,2021??10??10??00??2021-10-13 11:18:55.148,
2021-10-10,2575,331513,Total,1594,1560,34,640,12588,2021??10??10??00??2021-10-15 11:20:48.161,
2021-10-09,15,6172,6,0,6,-,12587,2021??10??09??00??null,,
2021-10-09,2,2957,Jeju,26,26,0,438.31,12586,2021??10??09??00??null,
2021-10-09,37,12163,Gyeongsangnam-do,73,71,2,364.14,12585,2021??10??09??00??null,
2021-10-09,91,8879,Gyeongsangbuk-do,39,38,1,336.4,12584,2021??10??09??00??null,
2021-10-09,21,3248,Jeollanam-do,14,14,0,175.42,12583,2021??10??09??00??null,
2021-10-09,62,4728,Jeollabuk-do,19,19,0,262.07,12582,2021??10??09??00??null,
2021-10-09,58,9603,Chungcheongnam-do,58,54,4,452.8,12581,2021??10??09??00??2021-10-15 11:19:33.391,
2021-10-09,79,6815,Chungcheongbuk-do,64,64,0,425.71,12580,2021??10??09??00??null,
2021-10-09,63,6754,Gangwon-do,28,28,0,437.76,12579,2021??10??09??00??null,
2021-10-09,829,96359,Gyeonggi-do,638,629,9,717.65,12578,2021??10??09??00??null,
2021-10-09,1,1308,Sejong,4,4,0,367.59,12577,2021??10??09??00??null,
2021-10-09,56,5290,Ulsan,13,12,1,465.66,12576,2021??10??09??00??null,
2021-10-09,50,7298,30,30,0,498.54,12575,2021??10??09??00??null,,
2021-10-09,29,5164,Gwangju,18,17,1,356.12,12574,2021??10??09??00??null,
2021-10-09,91,17023,Incheon,131,131,0,578.46,12573,2021??10??09??00??null,
2021-10-09,243,16045,50,50,0,663.47,12572,2021??10??09??00??null,,
2021-10-09,155,13077,30,30,0,385.53,12571,2021??10??09??00??null,,
2021-10-09,678,107036,Seoul,712,707,5,1107.11,12570,2021??10??09??00??2021-10-13 11:17:56.658,
2021-10-09,2560,329919,Total,1953,1924,29,636.56,12569,2021??10??09??00??2021-10-15 11:19:50.369,
2021-10-08,15,6166,14,0,14,-,12568,2021??10??08??00??null,,
2021-10-08,2,2931,Jeju,9,9,0,434.46,12567,2021??10??08??00??null,
2021-10-08,37,12090,Gyeongsangnam-do,55,54,1,361.95,12566,2021??10??08??00??null,
2021-10-08,91,8840,Gyeongsangbuk-do,77,77,0,334.92,12565,2021??10??08??00??null,
2021-10-08,21,3234,Jeollanam-do,17,17,0,174.66,12564,2021??10??08??00??null,
2021-10-08,62,4709,Jeollabuk-do,22,22,0,261.02,12563,2021??10??08??00??null,
2021-10-08,58,9545,Chungcheongnam-do,61,59,2,450.06,12562,2021??10??08??00??2021-10-15 11:16:01.056,
2021-10-08,79,6751,Chungcheongbuk-do,64,64,0,421.72,12561,2021??10??08??00??null,
2021-10-08,63,6726,Gangwon-do,33,32,1,435.95,12560,2021??10??08??00??null,
2021-10-08,827,95721,Gyeonggi-do,758,752,6,712.91,12559,2021??10??08??00??2021-10-09 10:36:34.511,
2021-10-08,1,1304,Sejong,10,10,0,366.47,12558,2021??10??08??00??null,
2021-10-08,56,5277,Ulsan,16,16,0,464.52,12557,2021??10??08??00??null,
2021-10-08,50,7268,31,30,1,496.49,12556,2021??10??08??00??null,,
2021-10-08,29,5146,Gwangju,25,25,0,354.88,12555,2021??10??08??00??null,
2021-10-08,91,16892,Incheon,128,125,3,574.01,12554,2021??10??08??00??null,
2021-10-08,243,15995,45,45,0,661.4,12553,2021??10??08??00??null,,
2021-10-08,155,13047,34,34,0,384.65,12552,2021??10??08??00??null,,
2021-10-08,674,106324,Seoul,773,770,3,1099.78,12551,2021??10??08??00??2021-10-13 11:17:11.851,
2021-10-08,2554,327966,Total,2175,2144,31,632.8,12550,2021??10??08??00??2021-10-15 11:16:25.155,
2021-10-07,15,6152,13,0,13,1.89,12549,2021??10??07??00??null,,
2021-10-07,2,2922,Jeju,19,9,0,0.9,12548,2021??10??07??00??2021-10-08 10:32:49.974,
2021-10-07,37,12035,Gyeongsangnam-do,96,95,1,3.69,12547,2021??10??07??00??null,
2021-10-07,91,8763,Gyeongsangbuk-do,55,54,1,2.69,12546,2021??10??07??00??null,
2021-10-07,21,3217,Jeollanam-do,18,18,0,0.99,12545,2021??10??07??00??null,
2021-10-07,62,4687,Jeollabuk-do,24,24,0,1.44,12544,2021??10??07??00??null,
2021-10-07,58,9485,Chungcheongnam-do,52,52,0,2.91,12543,2021??10??07??00??null,
2021-10-07,79,6687,Chungcheongbuk-do,74,74,0,2.05,12542,2021??10??07??00??null,
2021-10-07,63,6693,Gangwon-do,29,29,0,2.05,12541,2021??10??07??00??null,
2021-10-07,823,94962,Gyeonggi-do,855,850,5,29.15,12540,2021??10??07??00??2021-10-09 10:40:57.882,
2021-10-07,1,1294,Sejong,11,11,0,0.4,12539,2021??10??07??00??null,
2021-10-07,56,5261,Ulsan,14,14,0,1.61,12538,2021??10??07??00??null,
2021-10-07,49,7237,30,29,1,2.22,12537,2021??10??07??00??null,,
2021-10-07,29,5121,Gwangju,13,13,0,1.57,12536,2021??10??07??00??null,
2021-10-07,91,16764,Incheon,200,198,2,5.15,12535,2021??10??07??00??null,
2021-10-07,243,15950,46,46,0,4.9,12534,2021??10??07??00??null,,
2021-10-07,155,13013,49,49,0,3.99,12533,2021??10??07??00??null,,
2021-10-07,669,105549,Seoul,834,830,4,32.4,12532,2021??10??07??00??2021-10-13 11:16:30.3,
2021-10-07,2544,325792,Total,2425,2398,27,100,12531,2021??10??07??00??2021-10-13 11:16:46.293,
2021-10-06,15,6139,11,0,11,-,12530,2021??10??06??00??null,,
2021-10-06,2,2913,Jeju,4,4,0,431.94,12529,2021??10??06??00??2021-10-08 10:31:08.142,
2021-10-06,37,11939,Gyeongsangnam-do,120,120,0,357.43,12528,2021??10??06??00??null,
2021-10-06,91,8708,Gyeongsangbuk-do,55,55,0,329.92,12527,2021??10??06??00??null,
2021-10-06,21,3199,Jeollanam-do,13,12,1,172.77,12526,2021??10??06??00??null,
2021-10-06,61,4663,Jeollabuk-do,20,20,0,258.47,12525,2021??10??06??00??null,
2021-10-06,58,9433,Chungcheongnam-do,69,68,1,444.74,12524,2021??10??06??00??null,
2021-10-06,79,6613,Chungcheongbuk-do,38,38,0,413.1,12523,2021??10??06??00??null,
2021-10-06,63,6664,Gangwon-do,31,31,0,431.93,12522,2021??10??06??00??null,
2021-10-06,821,94107,Gyeonggi-do,685,680,5,700.88,12521,2021??10??06??00??null,
2021-10-06,1,1283,Sejong,5,5,0,360.56,12520,2021??10??06??00??null,
2021-10-06,55,5247,Ulsan,4,4,0,461.88,12519,2021??10??06??00??null,
2021-10-06,49,7207,31,31,0,492.32,12518,2021??10??06??00??null,,
2021-10-06,29,5108,Gwangju,16,16,0,352.26,12517,2021??10??06??00??null,
2021-10-06,90,16564,Incheon,133,130,3,562.86,12516,2021??10??06??00??null,
2021-10-06,243,15904,64,64,0,657.64,12515,2021??10??06??00??null,,
2021-10-06,155,12964,38,38,0,382.2,12514,2021??10??06??00??null,,
2021-10-06,666,104715,Seoul,690,685,5,1083.14,12513,2021??10??06??00??2021-10-13 11:15:53.308,
2021-10-06,2536,323370,Total,2027,2001,26,623.93,12512,2021??10??06??00??2021-10-13 11:16:07.264,
2021-10-05,15,6128,8,0,8,-,12511,2021??10??05??00??null,,
2021-10-05,2,2909,Jeju,5,5,0,431.2,12510,2021??10??05??00??null,
2021-10-05,37,11819,Gyeongsangnam-do,70,70,0,353.84,12509,2021??10??05??00??null,
2021-10-05,91,8653,Gyeongsangbuk-do,57,57,0,327.84,12508,2021??10??05??00??null,
2021-10-05,21,3186,Jeollanam-do,13,13,0,172.07,12507,2021??10??05??00??null,
2021-10-05,61,4643,Jeollabuk-do,23,23,0,257.36,12506,2021??10??05??00??null,
2021-10-05,58,9364,Chungcheongnam-do,34,33,1,441.48,12505,2021??10??05??00??null,
2021-10-05,78,6575,Chungcheongbuk-do,44,44,0,410.79,12504,2021??10??05??00??2021-10-06 10:14:24.134,
2021-10-05,63,6633,Gangwon-do,24,24,0,429.92,12503,2021??10??05??00??null,
2021-10-05,815,93422,Gyeonggi-do,497,496,1,695.78,12502,2021??10??05??00??null,
2021-10-05,1,1278,Sejong,10,10,0,359.16,12501,2021??10??05??00??null,
2021-10-05,55,5243,Ulsan,12,11,1,461.52,12500,2021??10??05??00??null,
2021-10-05,49,7176,39,39,0,490.2,12499,2021??10??05??00??null,,
2021-10-05,29,5092,Gwangju,15,14,1,351.16,12498,2021??10??05??00??null,
2021-10-05,90,16431,Incheon,106,105,1,558.34,12497,2021??10??05??00??null,
2021-10-05,242,15840,50,49,1,654.99,12496,2021??10??05??00??null,,
2021-10-05,155,12926,47,46,1,381.08,12495,2021??10??05??00??null,,
2021-10-05,662,104025,Seoul,521,518,3,1076,12494,2021??10??05??00??2021-10-13 11:15:18.137,
2021-10-05,2524,321340,Total,1574,1555,19,620.02,12493,2021??10??05??00??2021-10-13 11:15:33.501,
2021-10-04,15,6120,9,0,9,-,12492,2021??10??04??00??null,,
2021-10-04,2,2904,Jeju,7,7,0,430.45,12491,2021??10??04??00??null,
2021-10-04,37,11749,Gyeongsangnam-do,47,47,0,351.74,12490,2021??10??04??00??null,
2021-10-04,91,8596,Gyeongsangbuk-do,60,60,0,325.68,12489,2021??10??04??00??null,
2021-10-04,21,3173,Jeollanam-do,13,13,0,171.37,12488,2021??10??04??00??null,
2021-10-04,61,4620,Jeollabuk-do,21,21,0,256.08,12487,2021??10??04??00??null,
2021-10-04,58,9330,Chungcheongnam-do,42,42,0,439.88,12486,2021??10??04??00??null,
2021-10-04,78,6531,Chungcheongbuk-do,44,44,0,408.04,12485,2021??10??04??00??2021-10-06 10:12:55.113,
2021-10-04,63,6609,Gangwon-do,37,37,0,428.37,12484,2021??10??04??00??null,
2021-10-04,811,92925,Gyeonggi-do,534,530,4,692.07,12483,2021??10??04??00??null,
2021-10-04,1,1268,Sejong,3,3,0,356.35,12482,2021??10??04??00??null,
2021-10-04,55,5231,Ulsan,5,5,0,460.47,12481,2021??10??04??00??null,
2021-10-04,49,7137,38,38,0,487.54,12480,2021??10??04??00??null,,
2021-10-04,29,5077,Gwangju,13,13,0,350.12,12479,2021??10??04??00??null,
2021-10-04,89,16325,Incheon,120,118,2,554.74,12478,2021??10??04??00??null,
2021-10-04,242,15790,68,67,1,652.93,12477,2021??10??04??00??null,,
2021-10-04,155,12879,37,37,0,379.69,12476,2021??10??04??00??null,,
2021-10-04,656,103504,Seoul,572,568,4,1070.61,12475,2021??10??04??00??2021-10-13 11:14:13.761,
2021-10-04,2513,319763,Total,1670,1650,20,616.98,12474,2021??10??04??00??2021-10-13 11:14:43.261,
2021-10-03,15,6111,6,0,6,-,12473,2021??10??03??00??null,,
2021-10-03,2,2897,Jeju,5,5,0,429.42,12472,2021??10??03??00??null,
2021-10-03,37,11702,Gyeongsangnam-do,65,64,1,350.34,12471,2021??10??03??00??null,
2021-10-03,91,8536,Gyeongsangbuk-do,97,96,1,323.4,12470,2021??10??03??00??null,
2021-10-03,21,3160,Jeollanam-do,25,25,0,170.67,12469,2021??10??03??00??null,
2021-10-03,61,4599,Jeollabuk-do,29,29,0,254.92,12468,2021??10??03??00??null,
2021-10-03,58,9288,Chungcheongnam-do,44,44,0,437.9,12467,2021??10??03??00??null,
2021-10-03,78,6487,Chungcheongbuk-do,44,41,3,405.23,12466,2021??10??03??00??null,
2021-10-03,63,6572,Gangwon-do,50,50,0,425.97,12465,2021??10??03??00??null,
2021-10-03,808,92391,Gyeonggi-do,678,671,7,688.1,12464,2021??10??03??00??null,
2021-10-03,1,1265,Sejong,7,7,0,355.51,12463,2021??10??03??00??null,
2021-10-03,55,5226,Ulsan,18,17,1,460.03,12462,2021??10??03??00??null,
2021-10-03,48,7099,41,41,0,484.94,12461,2021??10??03??00??null,,
2021-10-03,29,5064,Gwangju,22,22,0,349.23,12460,2021??10??03??00??null,
2021-10-03,88,16205,Incheon,128,126,2,550.66,12459,2021??10??03??00??null,
2021-10-03,242,15722,58,55,3,650.11,12458,2021??10??03??00??null,,
2021-10-03,155,12842,33,33,0,378.6,12457,2021??10??03??00??null,,
2021-10-03,655,102933,Seoul,736,732,4,1064.69,12456,2021??10??03??00??2021-10-13 11:13:27.114,
2021-10-03,2507,318100,Total,2085,2057,28,613.76,12455,2021??10??03??00??2021-10-09 10:54:51.091,
2021-10-02,15,6105,7,0,7,-,12454,2021??10??02??00??null,,
2021-10-02,2,2892,Jeju,8,8,0,428.68,12453,2021??10??02??00??null,
2021-10-02,37,11637,Gyeongsangnam-do,108,106,2,348.39,12452,2021??10??02??00??null,
2021-10-02,91,8439,Gyeongsangbuk-do,56,55,1,319.73,12451,2021??10??02??00??null,
2021-10-02,21,3135,Jeollanam-do,22,22,0,169.32,12450,2021??10??02??00??null,
2021-10-02,61,4570,Jeollabuk-do,23,23,0,253.31,12449,2021??10??02??00??null,
2021-10-02,58,9244,Chungcheongnam-do,51,48,3,435.83,12448,2021??10??02??00??null,
2021-10-02,78,6443,Chungcheongbuk-do,60,58,2,402.48,12447,2021??10??02??00??null,
2021-10-02,63,6522,Gangwon-do,33,33,0,422.73,12446,2021??10??02??00??null,
2021-10-02,807,91713,Gyeonggi-do,759,757,2,683.05,12445,2021??10??02??00??null,
2021-10-02,1,1258,Sejong,11,11,0,353.54,12444,2021??10??02??00??null,
2021-10-02,55,5208,Ulsan,19,19,0,458.44,12443,2021??10??02??00??null,
2021-10-02,48,7058,35,35,0,482.14,12442,2021??10??02??00??null,,
2021-10-02,29,5042,Gwangju,25,25,0,347.71,12441,2021??10??02??00??null,
2021-10-02,88,16077,Incheon,116,114,2,546.31,12440,2021??10??02??00??null,
2021-10-02,242,15664,80,80,0,647.72,12439,2021??10??02??00??null,,
2021-10-02,155,12809,42,42,0,377.63,12438,2021??10??02??00??null,,
2021-10-02,653,102198,Seoul,792,784,8,1057.09,12437,2021??10??02??00??2021-10-13 11:12:11.382,
2021-10-02,2504,316014,Total,2247,2220,27,609.74,12436,2021??10??02??00??2021-10-13 11:12:29.374,
2021-10-01,15,6098,7,0,7,-,12435,2021??10??01??00??null,,
2021-10-01,2,2884,Jeju,9,9,0,427.49,12434,2021??10??01??00??null,
2021-10-01,37,11529,Gyeongsangnam-do,69,68,1,345.16,12433,2021??10??01??00??null,
2021-10-01,91,8383,Gyeongsangbuk-do,60,59,1,317.61,12432,2021??10??01??00??null,
2021-10-01,21,3113,Jeollanam-do,29,29,0,168.13,12431,2021??10??01??00??null,
2021-10-01,61,4547,Jeollabuk-do,32,32,0,252.04,12430,2021??10??01??00??null,
2021-10-01,57,9193,Chungcheongnam-do,60,59,1,433.42,12429,2021??10??01??00??null,
2021-10-01,78,6383,Chungcheongbuk-do,39,39,0,398.79,12428,2021??10??01??00??2021-10-02 10:08:50.932,
2021-10-01,63,6489,Gangwon-do,52,52,0,420.59,12427,2021??10??01??00??null,
2021-10-01,806,90954,Gyeonggi-do,825,817,8,677.4,12426,2021??10??01??00??null,
2021-10-01,1,1247,Sejong,8,7,1,350.45,12425,2021??10??01??00??null,
2021-10-01,55,5189,Ulsan,24,24,0,456.77,12424,2021??10??01??00??null,
2021-10-01,47,7023,38,36,2,479.75,12423,2021??10??01??00??null,,
2021-10-01,29,5017,Gwangju,28,27,1,345.99,12422,2021??10??01??00??null,
2021-10-01,88,15961,Incheon,159,156,3,542.37,12421,2021??10??01??00??null,
2021-10-01,242,15584,85,84,1,644.41,12420,2021??10??01??00??null,,
2021-10-01,155,12767,46,46,0,376.39,12419,2021??10??01??00??null,,
2021-10-01,649,101406,Seoul,914,905,9,1048.88,12418,2021??10??01??00??2021-10-13 11:11:35.435,
2021-10-01,2497,313767,Total,2484,2449,35,605.4,12417,2021??10??01??00??2021-10-13 11:11:10.857,
2021-09-30,15,6091,9,0,9,-,12416,2021??09??30??00??null,,
2021-09-30,2,2875,Jeju,15,15,0,426.16,12415,2021??09??30??00??null,
2021-09-30,37,11460,Gyeongsangnam-do,67,67,0,343.12,12414,2021??09??30??00??2021-10-01 10:32:20.953,
2021-09-30,91,8323,Gyeongsangbuk-do,52,52,0,315.33,12413,2021??09??30??00??null,
2021-09-30,21,3084,Jeollanam-do,24,24,0,166.56,12412,2021??09??30??00??null,
2021-09-30,61,4515,Jeollabuk-do,35,35,0,250.26,12411,2021??09??30??00??null,
2021-09-30,56,9133,Chungcheongnam-do,60,55,5,430.59,12410,2021??09??30??00??null,
2021-09-30,77,6344,Chungcheongbuk-do,61,61,0,396.36,12409,2021??09??30??00??2021-10-02 10:07:49.288,
2021-09-30,62,6437,Gangwon-do,32,32,0,417.22,12408,2021??09??30??00??null,
2021-09-30,803,90129,Gyeonggi-do,884,879,5,671.26,12407,2021??09??30??00??2021-10-01 10:42:42.547,
2021-09-30,1,1239,Sejong,14,14,0,348.2,12406,2021??09??30??00??null,
2021-09-30,52,5165,Ulsan,27,27,0,454.66,12405,2021??09??30??00??null,
2021-09-30,46,6985,36,35,1,477.16,12404,2021??09??30??00??null,,
2021-09-30,29,4989,Gwangju,32,31,1,344.05,12403,2021??09??30??00??null,
2021-09-30,88,15802,Incheon,148,148,0,536.97,12402,2021??09??30??00??null,
2021-09-30,242,15499,73,73,0,640.89,12401,2021??09??30??00??null,,
2021-09-30,155,12721,49,49,0,375.04,12400,2021??09??30??00??null,,
2021-09-30,643,100492,Seoul,945,941,4,1039.41,12399,2021??09??30??00??2021-10-13 11:09:51.807,
2021-09-30,2481,311283,Total,2563,2538,25,600.61,12398,2021??09??30??00??2021-10-13 11:10:08.879,
2021-09-29,15,6082,9,0,9,-,12397,2021??09??29??00??null,,
2021-09-29,2,2860,Jeju,5,5,0,423.93,12396,2021??09??29??00??null,
2021-09-29,37,11393,Gyeongsangnam-do,84,81,3,341.09,12395,2021??09??29??00??null,
2021-09-29,91,8271,Gyeongsangbuk-do,88,88,0,313.36,12394,2021??09??29??00??null,
2021-09-29,21,3060,Jeollanam-do,23,23,0,165.27,12393,2021??09??29??00??null,
2021-09-29,61,4480,Jeollabuk-do,41,41,0,248.32,12392,2021??09??29??00??null,
2021-09-29,56,9073,Chungcheongnam-do,77,75,2,427.76,12391,2021??09??29??00??null,
2021-09-29,77,6283,Chungcheongbuk-do,84,83,1,392.54,12390,2021??09??29??00??2021-10-02 10:06:51.764,
2021-09-29,62,6405,Gangwon-do,20,20,0,415.14,12389,2021??09??29??00??null,
2021-09-29,800,89245,Gyeonggi-do,990,988,2,664.67,12388,2021??09??29??00??2021-10-01 10:40:37.939,
2021-09-29,1,1225,Sejong,10,10,0,344.26,12387,2021??09??29??00??null,
2021-09-29,52,5138,Ulsan,27,27,0,452.28,12386,2021??09??29??00??null,
2021-09-29,46,6949,29,28,1,474.7,12385,2021??09??29??00??null,,
2021-09-29,29,4957,Gwangju,28,28,0,341.85,12384,2021??09??29??00??null,
2021-09-29,88,15654,Incheon,154,151,3,531.94,12383,2021??09??29??00??null,
2021-09-29,242,15426,109,108,1,637.87,12382,2021??09??29??00??null,,
2021-09-29,155,12672,52,52,0,373.59,12381,2021??09??29??00??null,,
2021-09-29,639,99547,Seoul,1051,1047,4,1029.64,12380,2021??09??29??00??2021-10-13 11:08:45.971,
2021-09-29,2474,308720,Total,2881,2855,26,595.66,12379,2021??09??29??00??2021-10-13 11:09:13.529,
